Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
25401,10,3,Engineering,Bio statistician,Others,A,Network Engineer,PG,Others,Kolkata,2003.0,Engineering,Kolkata,2005.0,Ahmedabad,Mangalore,1809604,N,C,6,3,0,0,2164286
34083,0,0,Marketing,Others,Training,M,HR,Doctorate,Sociology,Bhubaneswar,2014.0,Sociology,Bhubaneswar,2016.0,Kanpur,Bangalore,0,N,B,0,3,0,0,867353
50023,24,23,Banking,Team Lead,Automobile,D,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Chennai,Pune,1932793,Y,Key_Performer,3,3,5,0,2512630
15450,18,7,Top Management,Consultant,FMCG,A,Manager,PG,Economics,Bhubaneswar,1996.0,Economics,Bhubaneswar,1998.0,Jaipur,Ahmedabad,3024775,N,C,6,5,0,0,3617630
40695,6,6,Sales,Bio statistician,Aviation,H,Consultant,Grad,Engineering,Mumbai,2005.0,Engineering,Mumbai,2007.0,Bhubaneswar,Kolkata,1059613,N,B,3,7,0,0,1324516
49187,5,1,Marketing,Team Lead,Analytics,P,Data Analyst,Grad,Mathematics,Delhi,2015.0,Mathematics,Delhi,2015.0,Bhubaneswar,Pune,512019,Y,C,5,1,4,0,602953
23361,8,0,Healthcare,Analyst,Retail,L,Consultant,Doctorate,Zoology,Delhi,2006.0,Zoology,Delhi,2008.0,Lucknow,Guwahati,2149141,N,A,4,8,0,0,3017393
47767,7,0,Banking,Financial Analyst,BFSI,J,HR,Doctorate,Mathematics,Bhubaneswar,2004.0,Mathematics,Bhubaneswar,2006.0,Ahmedabad,Bhubaneswar,1909920,Y,Key_Performer,4,4,0,0,2780843
19923,20,6,Accounts,Sales Execituve,IT,H,Web Designer,PG,Engineering,Guwahati,1991.0,Engineering,Guwahati,1993.0,Bhubaneswar,Ahmedabad,1600631,Y,Key_Performer,6,5,1,0,2112832
27097,12,4,Marketing,Scientist,Telecom,K,Software Developer,PG,Engineering,Mumbai,1999.0,Engineering,Mumbai,2001.0,Kolkata,Pune,1881865,N,D,4,7,0,1,2250710
23756,12,12,Sales,Bio statistician,Telecom,N,Product Manager,Grad,Economics,Delhi,1999.0,Economics,Delhi,2001.0,Delhi,Mumbai,1840391,Y,Key_Performer,4,7,0,0,2355700
24398,19,2,Banking,Financial Analyst,Retail,O,Others,Grad,Engineering,Bangalore,1993.0,Engineering,Bangalore,1995.0,Bangalore,Chennai,2725517,N,C,4,8,0,0,3134344
11524,10,4,Analytics/BI,Business Analyst,Aviation,M,Data Analyst,PG,Others,Bangalore,2001.0,Engineering,Bangalore,2003.0,Mangalore,Mangalore,1486493,N,C,1,4,0,0,1777845
56874,14,0,HR,Head,Training,N,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Ahmedabad,Pune,1550379,N,C,5,1,3,0,1782935
39660,6,3,Top Management,Consultant,Retail,C,HR,Grad,Economics,Bhubaneswar,2008.0,Economics,Bhubaneswar,2010.0,Bangalore,Pune,1053138,Y,A,6,7,0,0,1401937
13265,24,15,Engineering,Team Lead,Automobile,K,Sr.Manager,PG,Statistics,Mumbai,1987.0,Statistics,Mumbai,1989.0,Delhi,Mumbai,2286308,N,B,5,3,3,0,2972200
47243,4,1,Education,Consultant,Telecom,N,Medical Officer,Grad,Zoology,Surat,2008.0,Zoology,Surat,2010.0,Kanpur,Kolkata,653493,Y,Key_Performer,2,4,0,0,869929
48754,18,2,Engineering,Others,Retail,J,Consultant,Grad,Statistics,Mangalore,1993.0,Statistics,Mangalore,1995.0,Mumbai,Nagpur,2575231,Y,C,3,7,0,0,3032592
31478,1,0,Engineering,Financial Analyst,Telecom,A,Manager,PG,Others,Mumbai,2011.0,Economics,Mumbai,2013.0,Guwahati,Bhubaneswar,500042,N,C,2,3,1,0,588849
58476,21,12,Accounts,Sales Manager,Retail,I,Others,PG,Others,Pune,1991.0,Chemistry,Pune,1993.0,Chennai,Jaipur,1701084,Y,D,5,4,0,0,2065796
52911,18,12,Top Management,Team Lead,Training,J,Product Manager,Doctorate,Chemistry,Delhi,1995.0,Chemistry,Delhi,1997.0,Kolkata,Bangalore,3658406,N,D,6,3,0,0,4543740
43190,8,0,Engineering,Bio statistician,Others,G,Product Manager,Grad,Sociology,Guwahati,2012.0,Sociology,Guwahati,2020.0,Lucknow,Delhi,1128167,N,A,2,2,0,0,1466617
20871,8,7,Others,Sales Manager,Training,J,Consultant,Doctorate,Statistics,Mangalore,2012.0,Statistics,Mangalore,2008.0,Chennai,Mumbai,1467583,N,B,5,2,0,0,1981237
36135,9,0,Healthcare,Consultant,Analytics,P,Product Manager,Grad,Economics,Mumbai,2002.0,Economics,Mumbai,2004.0,Jaipur,Kanpur,1205185,N,A,4,3,0,0,1506481
58832,25,20,HR,Bio statistician,BFSI,H,HR,Doctorate,Psychology,Guwahati,1995.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Chennai,3130177,N,Key_Performer,4,0,0,0,4225738
56913,22,17,Sales,Others,Automobile,A,Medical Officer,Grad,Psychology,Nagpur,1998.0,Psychology,Nagpur,2017.0,Guwahati,Pune,2507145,N,C,4,2,0,0,2883216
37944,25,19,Healthcare,CEO,Analytics,F,Network Engineer,Doctorate,Mathematics,Pune,1986.0,Mathematics,Pune,1988.0,Nagpur,Delhi,2234814,Y,Key_Performer,2,3,0,1,3128739
49185,4,3,Sales,Team Lead,Insurance,G,Product Manager,Doctorate,Psychology,Nagpur,2007.0,Psychology,Nagpur,2009.0,Kolkata,Ahmedabad,1115158,N,D,5,6,0,0,1385026
25062,24,0,Healthcare,Analyst,FMCG,M,Director,Grad,Statistics,Ahmedabad,1988.0,Statistics,Ahmedabad,1990.0,Bangalore,Surat,2492611,Y,Key_Performer,5,5,0,0,3190542
50744,13,11,HR,Senior Researcher,Telecom,H,Assistant Manager,Doctorate,Botony,Ahmedabad,2007.0,Botony,Ahmedabad,2009.0,Bhubaneswar,Bhubaneswar,2363726,N,A,2,2,0,0,3191030
38402,21,6,Top Management,Consultant,IT,P,HR,PG,Chemistry,Surat,1999.0,Chemistry,Surat,2015.0,Jaipur,Pune,3413541,N,Key_Performer,2,0,1,0,4437603
26208,17,8,Top Management,Sales Execituve,IT,D,Marketing Manager,Grad,Botony,Guwahati,2003.0,Botony,Guwahati,2008.0,Chennai,Bhubaneswar,2258580,N,B,6,2,0,0,2823225
36343,16,6,Sales,Sales Manager,Telecom,F,Marketing Manager,Doctorate,Botony,Ahmedabad,2004.0,Botony,Ahmedabad,2013.0,Nagpur,Ahmedabad,3689465,N,C,4,2,0,0,4582315
21192,25,20,Engineering,Scientist,Others,F,Assistant Manager,Doctorate,Economics,Bangalore,1989.0,Economics,Bangalore,1991.0,Nagpur,Chennai,2752350,N,C,3,5,0,1,3418418
57440,7,5,Healthcare,Analyst,Aviation,L,Manager,Doctorate,Statistics,Bangalore,2005.0,Statistics,Bangalore,2007.0,Ahmedabad,Lucknow,2117164,N,C,1,6,0,0,2629517
30432,1,1,Analytics/BI,Consultant,BFSI,E,Medical Officer,PG,Botony,Surat,2010.0,Botony,Surat,2012.0,Jaipur,Chennai,598428,N,B,1,4,0,0,777956
53431,9,1,Top Management,Senior Analyst,Automobile,B,CA,Doctorate,Others,Nagpur,2003.0,Engineering,Nagpur,2005.0,Delhi,Bhubaneswar,1426624,N,A,5,4,0,0,1925942
43103,3,2,Education,Sales Manager,Retail,C,Assistant Manager,Doctorate,Sociology,Surat,2017.0,Sociology,Surat,2008.0,Lucknow,Nagpur,1118089,N,C,3,1,0,0,1388666
43768,16,8,Top Management,Area Sales Manager,Training,K,HR,Doctorate,Psychology,Lucknow,1995.0,Psychology,Lucknow,1997.0,Kolkata,Kolkata,2844759,Y,Key_Performer,5,4,0,0,3982662
45139,2,1,Others,Sales Manager,IT,K,HR,Grad,Zoology,Pune,2010.0,Zoology,Pune,2012.0,Kanpur,Ahmedabad,467554,N,D,1,6,0,0,537687
18609,0,0,Marketing,Others,Training,M,HR,PG,Zoology,Ahmedabad,2020.0,Zoology,Ahmedabad,2013.0,Lucknow,Bangalore,0,N,B,0,0,1,0,539810
25183,16,4,Top Management,CEO,IT,J,HR,PG,Chemistry,Surat,1995.0,Chemistry,Surat,1997.0,Kolkata,Surat,3162177,Y,Key_Performer,4,8,0,0,4174073
47041,17,9,Marketing,Senior Researcher,Telecom,K,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Mumbai,1477745,N,D,2,0,1,0,1699406
59189,1,0,IT-Software,Analyst,Automobile,G,Software Developer,Grad,Chemistry,Mangalore,2011.0,Chemistry,Mangalore,2013.0,Surat,Lucknow,422981,Y,C,2,7,1,0,498102
12710,20,10,Education,Sales Manager,BFSI,B,Marketing Manager,Grad,Others,Pune,1991.0,Mathematics,Pune,1993.0,Kanpur,Kolkata,1949359,N,D,6,8,0,0,2241762
53277,3,2,Marketing,Associate,Aviation,H,HR,Grad,Arts,Nagpur,2011.0,Arts,Nagpur,2013.0,Pune,Surat,550185,N,D,1,8,0,0,632712
38882,19,16,Top Management,Senior Researcher,Insurance,H,Product Manager,Grad,Arts,Kolkata,1995.0,Arts,Kolkata,1997.0,Kanpur,Pune,2543725,N,A,3,5,0,0,3179656
47470,1,0,Analytics/BI,Analyst,Training,L,HR,Doctorate,Statistics,Ahmedabad,2010.0,Statistics,Ahmedabad,2012.0,Ahmedabad,Mangalore,633766,N,B,1,6,0,0,836571
51613,14,7,Top Management,Head,Automobile,E,Manager,Grad,Zoology,Ahmedabad,1997.0,Zoology,Ahmedabad,1999.0,Chennai,Surat,1851283,N,D,3,5,0,0,2128975
38519,13,6,Others,Financial Analyst,Others,L,Director,PG,Economics,Bangalore,2001.0,Economics,Bangalore,2003.0,Mangalore,Kolkata,2132005,Y,Key_Performer,4,7,1,0,2814246
44426,14,13,Education,Head,BFSI,H,Assistant Manager,PG,Mathematics,Mangalore,1998.0,Mathematics,Mangalore,2000.0,Jaipur,Lucknow,1236815,N,C,6,6,1,1,1479230
51135,19,3,Education,Analyst,IT,G,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Jaipur,2308521,Y,Key_Performer,4,4,1,0,3001077
58450,21,19,Healthcare,Consultant,FMCG,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Jaipur,Nagpur,2528157,N,B,5,5,2,0,3160196
57054,21,0,Top Management,Others,Others,O,Research Analyst,Doctorate,Psychology,Nagpur,1990.0,Psychology,Nagpur,1992.0,Mumbai,Jaipur,3823780,N,A,2,7,0,0,5162103
19813,13,12,Marketing,Others,IT,E,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Mumbai,Pune,1505328,N,A,3,0,2,0,1881660
16183,20,3,Engineering,Analyst,BFSI,G,Web Designer,Doctorate,Statistics,Pune,1991.0,Statistics,Pune,1993.0,Jaipur,Jaipur,2841544,N,D,4,4,0,0,3529197
27174,23,8,Analytics/BI,Others,Retail,M,Web Designer,PG,Others,Nagpur,1988.0,Mathematics,Nagpur,1990.0,Surat,Surat,2449048,Y,C,6,7,1,0,2974123
31932,8,2,Banking,Others,Telecom,F,Others,Grad,Economics,Nagpur,2006.0,Economics,Nagpur,2008.0,Lucknow,Mangalore,1090542,N,C,5,5,0,0,1254123
20881,2,2,Accounts,Sales Manager,Others,C,Manager,PG,Statistics,Pune,2009.0,Statistics,Pune,2011.0,Delhi,Ahmedabad,669477,N,D,1,8,0,0,788376
33904,2,0,IT-Software,Sales Execituve,Aviation,J,Consultant,Grad,Economics,Kolkata,2011.0,Economics,Kolkata,2013.0,Mangalore,Jaipur,523016,N,B,2,6,0,0,653770
44090,23,21,Banking,Business Analyst,Aviation,A,Software Developer,Doctorate,Statistics,Surat,1990.0,Statistics,Surat,1992.0,Bhubaneswar,Delhi,2526162,N,B,3,4,0,0,3410318
49018,19,18,Marketing,Analyst,Analytics,G,HR,PG,Sociology,Guwahati,2001.0,Mathematics,Bhubaneswar,2006.0,Ahmedabad,Kanpur,3135975,N,Key_Performer,3,0,1,0,4076767
53332,24,13,Analytics/BI,Project Manager,FMCG,C,Marketing Manager,Grad,Statistics,Pune,1988.0,Statistics,Pune,1990.0,Kanpur,Bangalore,2584915,N,A,2,3,0,0,3231143
50721,3,1,Engineering,Sales Manager,Aviation,O,Assistant Manager,PG,Sociology,Surat,2008.0,Sociology,Surat,2010.0,Guwahati,Nagpur,618108,N,D,3,5,1,0,739257
34511,13,4,HR,Sales Manager,Automobile,D,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Mangalore,Kanpur,1624918,N,D,3,5,0,0,1868655
44658,15,9,Marketing,Others,Insurance,B,Assistant Manager,Doctorate,Zoology,Nagpur,1996.0,Zoology,Nagpur,1998.0,Ahmedabad,Kolkata,1823319,N,C,3,6,0,0,2264562
39972,22,8,Engineering,Sales Execituve,Aviation,N,Manager,Doctorate,Engineering,Nagpur,1990.0,Others,Nagpur,1992.0,Bhubaneswar,Kolkata,2263859,N,B,6,4,0,0,3056209
42852,18,5,Sales,Senior Researcher,Automobile,E,Assistant Manager,Grad,Zoology,Delhi,2002.0,Zoology,Delhi,2014.0,Delhi,Pune,2643959,N,D,6,0,1,0,3040552
19376,2,1,Engineering,Bio statistician,BFSI,G,HR,Grad,Botony,Lucknow,2018.0,Mathematics,Bhubaneswar,2006.0,Kolkata,Kanpur,497283,N,B,2,1,0,0,621603
43918,7,2,Education,Project Manager,Retail,O,Product Manager,Grad,Engineering,Bangalore,2006.0,Engineering,Bangalore,2008.0,Jaipur,Kolkata,733003,Y,Key_Performer,3,7,0,0,975773
24072,10,0,Analytics/BI,Project Manager,Others,C,Medical Officer,PG,Arts,Bhubaneswar,2004.0,Arts,Bhubaneswar,2006.0,Nagpur,Surat,1836954,N,C,6,6,0,0,2196996
22817,13,12,Marketing,Consultant,BFSI,K,HR,Grad,Zoology,Bangalore,2007.0,Zoology,Bangalore,2014.0,Ahmedabad,Nagpur,1996080,N,C,4,2,0,0,2295492
45677,14,6,Healthcare,Project Manager,Training,P,Sr.Manager,Grad,Psychology,Kolkata,1997.0,Psychology,Kolkata,1999.0,Jaipur,Mangalore,1943326,Y,Key_Performer,6,4,0,0,2487457
58597,17,7,Others,Head,Automobile,K,Web Designer,Doctorate,Others,Jaipur,1994.0,Botony,Jaipur,1996.0,Surat,Delhi,3213471,Y,D,6,7,0,0,4138950
24154,18,17,Engineering,Consultant,Retail,B,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bangalore,Lucknow,2333577,Y,Key_Performer,2,4,0,0,3033650
24450,9,8,Sales,Sales Manager,IT,D,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Surat,Surat,1020252,N,B,3,2,3,0,1275315
56952,22,13,HR,Analyst,Training,J,Software Developer,PG,Engineering,Pune,1998.0,Engineering,Pune,2015.0,Lucknow,Surat,3237651,N,C,4,0,1,0,3872230
17650,23,13,Accounts,Sales Manager,Aviation,E,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Jaipur,Nagpur,2274464,N,B,2,8,2,0,2843080
15637,8,5,Others,Analyst,IT,C,Data Analyst,PG,Arts,Delhi,2012.0,Mathematics,Bhubaneswar,2006.0,Mangalore,Nagpur,1198662,N,C,4,1,0,0,1433599
32649,14,2,Analytics/BI,Scientist,Automobile,H,Director,Grad,Economics,Jaipur,1997.0,Economics,Jaipur,1999.0,Mangalore,Jaipur,1810539,N,C,6,3,0,1,2082119
10627,21,17,Analytics/BI,Head,FMCG,C,HR,Grad,Sociology,Guwahati,1999.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Bangalore,2348824,N,D,5,0,0,0,2701147
42968,12,3,IT-Software,Consultant,Analytics,D,Network Engineer,PG,Economics,Mangalore,2008.0,Economics,Mangalore,2017.0,Jaipur,Bangalore,2554894,N,Key_Performer,4,0,1,0,3321362
25453,7,4,Healthcare,Bio statistician,Aviation,P,HR,Grad,Chemistry,Kolkata,2004.0,Chemistry,Kolkata,2006.0,Mumbai,Surat,953935,N,A,6,7,0,0,1240115
22917,11,8,Banking,Sales Manager,IT,E,HR,Doctorate,Arts,Nagpur,2003.0,Others,Nagpur,2005.0,Guwahati,Nagpur,2486508,N,D,2,4,0,0,3088242
13248,11,5,IT-Software,Financial Analyst,Telecom,E,Assistant Manager,PG,Others,Kolkata,2000.0,Botony,Kolkata,2002.0,Bhubaneswar,Lucknow,1774571,N,B,2,8,0,0,2306942
35964,8,8,Top Management,Bio statistician,Automobile,J,Research Analyst,Grad,Mathematics,Surat,2006.0,Mathematics,Surat,2008.0,Jaipur,Mangalore,1381635,N,B,4,3,4,0,1727043
53324,7,3,Engineering,Scientist,Training,O,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bangalore,Kolkata,801891,N,D,5,5,1,0,922174
53041,22,1,Education,Analyst,Retail,F,Product Manager,Grad,Zoology,Ahmedabad,1991.0,Others,Ahmedabad,1993.0,Pune,Kanpur,1890578,N,C,4,6,0,0,2174164
24731,8,8,Top Management,Scientist,Retail,C,Software Developer,Doctorate,Engineering,Jaipur,2005.0,Engineering,Jaipur,2007.0,Bhubaneswar,Ahmedabad,1432359,N,A,6,8,0,1,2011032
53201,12,4,Marketing,Financial Analyst,IT,J,Manager,Doctorate,Others,Jaipur,2000.0,Economics,Jaipur,2002.0,Guwahati,Nagpur,1717679,Y,D,2,8,0,0,2212370
12532,3,1,Healthcare,Analyst,Telecom,C,HR,Doctorate,Zoology,Delhi,2017.0,Zoology,Delhi,2022.0,Bhubaneswar,Chennai,1263443,N,D,2,2,0,0,1569196
38924,2,1,HR,Associate,Automobile,F,Product Manager,Grad,Sociology,Bhubaneswar,2011.0,Sociology,Bhubaneswar,2013.0,Mumbai,Mumbai,436446,N,B,2,4,0,0,545557
22492,2,1,Education,Associate,Aviation,E,Manager,PG,Chemistry,Kolkata,2012.0,Chemistry,Kolkata,2014.0,Guwahati,Chennai,495076,N,A,1,6,0,0,643598
59310,17,14,Accounts,Financial Analyst,BFSI,L,Data Analyst,PG,Statistics,Delhi,1997.0,Statistics,Delhi,1999.0,Chennai,Lucknow,1438435,Y,Key_Performer,6,3,1,0,1898734
11011,4,2,IT-Software,Associate,FMCG,H,Sr.Manager,Doctorate,Economics,Bangalore,2007.0,Economics,Bangalore,2009.0,Lucknow,Lucknow,1094376,Y,D,4,8,0,0,1409556
20979,18,16,IT-Software,Others,Telecom,E,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Guwahati,Delhi,2750530,N,Key_Performer,3,0,1,0,3438162
53159,25,0,Marketing,Sales Execituve,Retail,O,Data Analyst,Doctorate,Arts,Bhubaneswar,1995.0,Arts,Bhubaneswar,2017.0,Chennai,Ahmedabad,2952091,N,B,3,1,0,0,3985322
11689,17,7,Marketing,Project Manager,Training,F,HR,Doctorate,Psychology,Bhubaneswar,1994.0,Psychology,Bhubaneswar,1996.0,Nagpur,Nagpur,3818536,N,C,5,5,0,0,4742621
52992,19,12,HR,Financial Analyst,Insurance,L,Web Designer,PG,Statistics,Jaipur,1992.0,Statistics,Jaipur,1994.0,Lucknow,Surat,3449365,N,B,3,7,0,0,4484174
25317,25,19,Engineering,Bio statistician,Retail,B,Research Scientist,PG,Arts,Kolkata,1995.0,Arts,Kolkata,2021.0,Mumbai,Delhi,2376917,N,C,4,1,0,0,2842792
43844,4,1,Marketing,Associate,Analytics,H,Medical Officer,Grad,Zoology,Mangalore,2016.0,Zoology,Mangalore,2014.0,Nagpur,Guwahati,563193,N,B,4,1,0,0,703991
41896,3,0,Others,Scientist,FMCG,B,Others,Doctorate,Engineering,Lucknow,2009.0,Engineering,Lucknow,2011.0,Lucknow,Bangalore,1198857,Y,B,2,8,0,0,1678399
40959,14,0,Others,Consultant,Training,L,Assistant Manager,Grad,Mathematics,Nagpur,1997.0,Mathematics,Nagpur,1999.0,Lucknow,Bhubaneswar,1801807,N,C,3,5,1,0,2072078
17775,5,5,IT-Software,Business Analyst,IT,F,Manager,Doctorate,Economics,Surat,2008.0,Economics,Surat,2010.0,Delhi,Jaipur,1081571,N,C,5,3,0,0,1343311
10934,2,0,Marketing,Sales Manager,Analytics,I,Assistant Manager,PG,Sociology,Jaipur,2010.0,Sociology,Jaipur,2012.0,Pune,Lucknow,762892,Y,B,3,6,1,0,1007017
18513,23,9,Analytics/BI,Data scientist,IT,N,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Delhi,Nagpur,2473289,N,B,5,8,5,0,3091611
14761,7,3,Marketing,Team Lead,Insurance,H,Data Analyst,Doctorate,Others,Jaipur,2005.0,Economics,Jaipur,2007.0,Chennai,Delhi,2192811,Y,A,4,7,0,0,3192732
49019,21,2,Marketing,Scientist,Training,I,Consultant,PG,Chemistry,Mangalore,1993.0,Others,Mangalore,1995.0,Lucknow,Pune,2300037,N,C,2,4,0,1,2750844
52025,13,10,Banking,Sales Manager,Aviation,G,Others,Grad,Economics,Lucknow,2007.0,Economics,Lucknow,2018.0,Kolkata,Kolkata,1905216,N,C,5,2,0,0,2190998
32227,5,0,Banking,Others,Analytics,F,Medical Officer,Grad,Psychology,Bangalore,2007.0,Psychology,Bangalore,2009.0,Bhubaneswar,Chennai,553240,N,C,3,3,0,0,636226
34968,17,6,Marketing,Bio statistician,FMCG,E,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Surat,Bangalore,2574763,N,Key_Performer,2,0,1,0,3218453
57453,2,1,Accounts,Others,Insurance,N,Data Analyst,PG,Mathematics,Ahmedabad,2012.0,Mathematics,Ahmedabad,2014.0,Lucknow,Pune,506932,Y,B,1,7,0,0,684358
59749,15,3,Education,Analyst,Aviation,F,Research Analyst,Doctorate,Economics,Jaipur,1996.0,Economics,Jaipur,1998.0,Ahmedabad,Pune,2379515,N,D,5,5,0,0,2955357
11943,23,2,Top Management,Senior Analyst,Training,C,CA,PG,Others,Jaipur,1989.0,Psychology,Jaipur,1991.0,Lucknow,Lucknow,3228555,N,A,2,3,0,0,4197121
15899,13,5,Top Management,Senior Researcher,FMCG,C,HR,PG,Psychology,Ahmedabad,1999.0,Psychology,Ahmedabad,2001.0,Kolkata,Lucknow,2366793,N,D,2,7,0,0,2830684
32071,0,0,Marketing,Others,Training,M,HR,Grad,Mathematics,Kolkata,2014.0,Mathematics,Kolkata,2016.0,Bhubaneswar,Delhi,0,N,B,0,4,0,0,605031
12816,22,17,Sales,Sales Execituve,Others,A,Sr.Manager,Doctorate,Chemistry,Ahmedabad,1992.0,Chemistry,Ahmedabad,1994.0,Guwahati,Nagpur,3984438,N,A,4,7,0,0,5378991
49832,19,5,Marketing,Financial Analyst,Insurance,K,Software Developer,PG,Engineering,Delhi,2001.0,Engineering,Delhi,2012.0,Delhi,Guwahati,2922656,Y,A,2,1,0,0,3857905
59465,6,3,Marketing,Team Lead,Analytics,L,Sr.Manager,PG,Zoology,Guwahati,2014.0,Others,Guwahati,2012.0,Mumbai,Jaipur,1231073,N,B,4,2,1,0,1600394
57379,2,1,Others,Project Manager,Aviation,F,HR,PG,Engineering,Guwahati,2011.0,Engineering,Guwahati,2013.0,Ahmedabad,Bhubaneswar,506088,N,C,3,6,0,0,595969
28381,1,0,HR,Associate,Analytics,H,Director,Doctorate,Economics,Kolkata,2010.0,Economics,Kolkata,2012.0,Bangalore,Nagpur,652829,Y,B,1,6,0,0,913960
10051,7,4,Analytics/BI,Data scientist,Retail,L,HR,Grad,Zoology,Ahmedabad,2006.0,Zoology,Ahmedabad,2008.0,Lucknow,Kanpur,1111843,N,A,1,4,0,1,1445395
48991,23,7,Accounts,Sales Execituve,Telecom,L,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bangalore,Lucknow,1954742,Y,Key_Performer,6,3,1,0,2541164
47453,25,7,Others,Analyst,Analytics,B,Consultant,Grad,Mathematics,Mangalore,1987.0,Mathematics,Mangalore,1989.0,Nagpur,Chennai,2245708,Y,C,6,6,0,0,2644545
25163,11,7,Top Management,Bio statistician,Retail,H,Web Designer,PG,Others,Mangalore,2009.0,Psychology,Mangalore,2010.0,Bangalore,Nagpur,1740923,N,B,5,0,0,0,2263199
15300,2,1,Engineering,Associate,Telecom,H,Medical Officer,Doctorate,Botony,Ahmedabad,2011.0,Botony,Ahmedabad,2013.0,Pune,Bhubaneswar,798322,Y,B,2,8,0,0,1037818
17985,4,2,Marketing,Scientist,BFSI,O,Data Analyst,PG,Botony,Nagpur,2008.0,Botony,Nagpur,2010.0,Nagpur,Kanpur,815178,N,C,4,7,1,1,974952
47504,15,10,HR,Business Analyst,Telecom,M,HR,PG,Chemistry,Bhubaneswar,1999.0,Chemistry,Bhubaneswar,2001.0,Lucknow,Mumbai,1761519,N,D,5,4,0,0,2106776
16668,16,6,Banking,Consultant,BFSI,E,Director,Grad,Engineering,Bhubaneswar,1995.0,Engineering,Bhubaneswar,1997.0,Delhi,Kanpur,2451974,Y,C,5,8,0,0,2887444
36031,2,2,Healthcare,Others,IT,J,Manager,Grad,Economics,Mangalore,2012.0,Economics,Mangalore,2014.0,Ahmedabad,Delhi,466607,N,B,1,7,0,0,583258
23031,21,1,Marketing,Bio statistician,FMCG,F,Sr.Manager,Doctorate,Botony,Delhi,1991.0,Botony,Delhi,1993.0,Nagpur,Kanpur,2758477,N,B,3,4,0,0,3723943
35232,7,3,Analytics/BI,Project Manager,Retail,N,HR,PG,Sociology,Guwahati,2007.0,Sociology,Guwahati,2009.0,Bangalore,Pune,1014528,Y,Key_Performer,1,4,1,0,1392744
57208,15,5,Analytics/BI,Others,Insurance,N,Data Analyst,Grad,Zoology,Delhi,1996.0,Others,Delhi,1998.0,Bangalore,Delhi,1906571,N,C,4,4,0,0,2192556
14679,18,0,Others,Financial Analyst,Telecom,F,Marketing Manager,PG,Economics,Ahmedabad,1993.0,Economics,Ahmedabad,1995.0,Lucknow,Kanpur,2784249,N,C,3,7,1,0,3329961
45216,15,10,Healthcare,Researcher,FMCG,O,Consultant,PG,Psychology,Lucknow,2005.0,Mathematics,Bhubaneswar,2006.0,Surat,Delhi,1865970,N,D,5,1,1,0,2231700
41245,17,6,Engineering,Sales Execituve,Others,J,Marketing Manager,Grad,Mathematics,Ahmedabad,1996.0,Mathematics,Ahmedabad,1998.0,Bangalore,Mangalore,2534657,N,A,4,7,0,0,3168321
18467,7,1,Marketing,Analyst,Insurance,A,HR,PG,Zoology,Mumbai,2013.0,Zoology,Mumbai,2020.0,Guwahati,Pune,916989,N,B,2,0,0,0,1192085
44100,15,7,Others,Sales Manager,BFSI,G,Product Manager,PG,Botony,Lucknow,1997.0,Botony,Lucknow,1999.0,Lucknow,Ahmedabad,2252330,Y,Key_Performer,2,8,1,0,2973075
36132,7,4,Engineering,Others,Telecom,J,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Chennai,Mumbai,967510,N,B,6,5,1,0,1209387
